text	label
16时07分、16时13分，泄水巷930米点拐角处分别发现2名被困人员，已无生命迹象。	[('Location', 14, 25), ('Time', 0, 6), ('RES', 27, 29), ('Time', 7, 13), ('Participant', 29, 35), ('CAS', 37, 42)]
2020年11月4日，陕西铜川乔子梁煤业有限公司发生瓦斯突出事故，当班入井42人。	[('Location', 11, 24), ('Object', 26, 28), ('Time', 0, 10), ('COAL', 28, 30)]
在榆次区政府已查实事故后，又谎报事故经过和原因。	[('Participant', 1, 6), ('Object', 9, 11), ('Object', 16, 23), ('MAN', 7, 9), ('COAL', 14, 16)]
目前，蓝化有机硅有限公司已全面停产整顿，相关部门正对事故展开全面调查。	[('Object', 26, 28), ('MAN', 15, 19), ('Participant', 20, 24), ('Participant', 3, 12), ('MAN', 30, 34), ('Time', 0, 2)]
记者从消防部门了解到，发生火灾的是一家生产照明设备的工厂，爆炸后引燃了厂房仓库。	[('Location', 35, 39), ('FIRE', 32, 34), ('FIRE', 29, 31), ('Location', 17, 28)]
救生孔已经打通，食物和饮品已经送达，救援工作正在有序进行。	[('Object', 0, 3), ('RES', 15, 17), ('RES', 26, 28), ('RES', 5, 7), ('Object', 8, 13), ('Object', 18, 22)]
对该矿处罚款合计300万元，并由开江县政府依法对该矿实施关闭。	[('MAN', 4, 6), ('Object', 1, 3), ('Object', 6, 13), ('MAN', 28, 30), ('Object', 24, 26), ('Participant', 16, 21)]
2021年9月11日报道。	[('Time', 0, 10), ('MAN', 10, 12)]
2018年8月2日5时35分许，公安部门接报警称，上海宝山区通南路310号一电动自行车行发生火灾，火势凶猛，冒出大量浓烟。	[('Time', 0, 15), ('Object', 56, 60), ('Participant', 16, 20), ('FIRE', 54, 56), ('Location', 25, 44), ('RES', 20, 23), ('FIRE', 46, 48)]
陆某某受重伤，生命体征稳定，目前在院救治。	[('Time', 14, 16), ('Participant', 0, 3), ('RES', 18, 20), ('CAS', 3, 6), ('Location', 16, 18)]
截止到12点，事故共有11人送往医院救治，其中3人确定死亡。	[('Participant', 11, 14), ('Time', 3, 6), ('RES', 14, 16), ('RES', 18, 20), ('Participant', 23, 25), ('CAS', 27, 29), ('Location', 16, 18)]
内蒙古自治区人民政府已成立事故调查组提级调查处理该起事故。	[('Object', 24, 28), ('MAN', 11, 13), ('Participant', 13, 18), ('Participant', 0, 10), ('MAN', 18, 24)]
2018年6月2日报道。	[('Time', 0, 9), ('MAN', 9, 11)]
重伤人员经抢救无效于5日13时20分左右死亡，4名轻伤人员生命体征平稳。	[('CAS', 20, 22), ('Participant', 23, 29), ('RES', 5, 7), ('CAS', 29, 35), ('Time', 10, 20), ('Participant', 0, 4)]
事发后，江西省市领导高度重视，批示全力救治受伤群众。	[('Participant', 21, 25), ('RES', 15, 17), ('Participant', 4, 10), ('Time', 0, 3), ('RES', 19, 21)]
目前，当地已经成立事故调查组，山西省消防总队正在调查事故原因。	[('MAN', 7, 9), ('Participant', 9, 14), ('Location', 3, 5), ('Object', 26, 30), ('MAN', 24, 26), ('Participant', 15, 22), ('Time', 0, 2)]
2021年12月1日16时08分，宿迁市沭阳县珠海路某公司仓库发生火灾，当地调派11辆消防车51名指战员前往处置。	[('Participant', 36, 38), ('Location', 17, 31), ('RES', 52, 56), ('RES', 38, 40), ('Participant', 46, 52), ('Object', 40, 46), ('FIRE', 33, 35), ('Time', 0, 16)]
2022年7月23日11时15分左右，山西焦煤民爆集团工作人员在作业途中，突遇山体边坡坍塌，将施工人员及车辆掩埋。	[('Participant', 27, 31), ('Time', 0, 18), ('COAL', 54, 56), ('Object', 52, 54), ('COAL', 43, 45), ('Object', 39, 43), ('Location', 19, 27), ('Participant', 47, 51)]
公安机关初步调查，当晚23时31分许，许某益驾驶一部重型牵引大货车运载水泥粉状原料行驶至水头镇文斗灯控路口时闯红灯，与常某驾驶的小型轿车（车上乘坐常某磊、常某峰）相遇，许某益操作不当导致大货车侧翻，车上装载的原料压盖常某驾驶的小型轿车，造成小轿车驾驶员常某、车上乘客常某磊当场死亡，车上另一名乘客常某峰受伤送医抢救无效死亡，以及两车不同程度损坏的道路交通事故。	[('Participant', 84, 87), ('Time', 9, 18), ('Location', 44, 53), ('RES', 153, 157), ('Object', 93, 96), ('Object', 164, 166), ('TRA', 106, 108), ('CAS', 159, 161), ('Participant', 141, 151), ('Object', 99, 106), ('Object', 64, 68), ('TRA', 87, 91), ('CAS', 138, 140), ('CAS', 151, 153), ('Participant', 59, 61), ('TRA', 54, 57), ('TRA', 96, 98), ('MAN', 4, 8), ('LOSS', 170, 172), ('Object', 24, 41), ('Participant', 129, 136), ('Participant', 19, 22), ('TRA', 81, 83), ('Location', 136, 138), ('Object', 113, 117), ('Participant', 0, 4), ('Participant', 120, 128)]
经初步调查，事故造成现场及路边居民楼内共8人死亡，4人受伤。	[('Location', 10, 12), ('Participant', 20, 22), ('CAS', 22, 24), ('Location', 13, 19), ('CAS', 27, 29), ('Participant', 25, 27)]
2018年2月15日上午11时30分左右，江西省芦溪县芦溪镇江霞村一荒地发生失火。	[('Location', 21, 36), ('Time', 0, 20), ('FIRE', 38, 40)]
目前，已经搜救出2人，已无生命体征，剩余5人仍被困井下，抢险救援工作正在紧张进行。	[('CAS', 12, 17), ('Location', 25, 27), ('RES', 38, 40), ('Participant', 8, 10), ('Object', 28, 34), ('COAL', 23, 25), ('RES', 5, 7), ('Time', 0, 2), ('Participant', 20, 22)]
据现场核实，有3名女工被困。	[('Participant', 7, 11), ('FIRE', 11, 13)]
事故发生后，省委书记孙志刚、省长谌贻琴作出重要批示，省应急厅、省工信厅、省生态环境厅、省消防救援总队、贵州磷化工集团等有关部门负责同志赶赴现场指导救援工作。	[('Participant', 51, 67), ('RES', 71, 73), ('Location', 69, 71), ('Time', 0, 5), ('RES', 67, 69), ('Participant', 14, 19), ('Participant', 26, 30), ('Participant', 31, 35), ('Object', 73, 77), ('RES', 23, 25), ('Participant', 43, 50), ('Participant', 6, 13), ('Participant', 36, 42)]
接到报警后，长汀县公安局第一时间派员到场处置，并迅速开展人员抢救、现场勘察、秩序维护等工作。	[('Time', 0, 5), ('RES', 16, 22), ('Participant', 6, 12), ('RES', 26, 28), ('Object', 28, 45)]
2018年5月25日报道。	[('MAN', 10, 12), ('Time', 0, 10)]
现场发现3名行人受伤较轻，已送往医院救治。	[('CAS', 8, 12), ('RES', 14, 16), ('RES', 18, 20), ('Location', 0, 2), ('Participant', 4, 8), ('Location', 16, 18)]
经应急、公安、消防、卫健等部门现场紧急救援，截至下午15时30分现场救援共救出12人，其中轻微伤和轻伤9人、死亡3人（1人经抢救无效死亡，2人现场死亡）。	[('Participant', 1, 3), ('Participant', 7, 9), ('Location', 32, 34), ('Participant', 56, 58), ('CAS', 54, 56), ('Participant', 69, 71), ('Location', 15, 17), ('Participant', 4, 6), ('RES', 19, 21), ('RES', 62, 64), ('CAS', 73, 75), ('RES', 37, 39), ('Participant', 39, 42), ('Participant', 10, 15), ('Time', 24, 32), ('Participant', 59, 61), ('CAS', 66, 68), ('Participant', 51, 53), ('Location', 71, 73), ('CAS', 45, 51)]
目前，已成立事故联合调查组等相关工作机构，积极做好善后工作，事故正在调查处理中。	[('MAN', 4, 6), ('Participant', 6, 20), ('Object', 25, 29), ('MAN', 34, 38), ('Object', 30, 32), ('Time', 0, 2), ('MAN', 23, 25)]
在火情得到基本控制后，消防员进入商场实施内攻、消灭残火时，先后发现两名人员，经120急救送医抢救无效死亡，死因初步判断为一氧化碳中毒窒息死亡。	[('Participant', 11, 14), ('Participant', 39, 44), ('RES', 31, 33), ('CAS', 64, 70), ('Object', 25, 27), ('Object', 60, 64), ('CAS', 50, 52), ('RES', 5, 9), ('RES', 44, 48), ('Object', 1, 3), ('RES', 23, 25), ('Object', 53, 55), ('Location', 16, 18), ('Participant', 33, 37), ('RES', 14, 16), ('MAN', 55, 59)]
各镇（街道）要切实负起属地管理责任，立刻开展民宅火灾隐患排查整治大行动，结合这次疫情防控的网格化管理，对辖区内的所有民宅和“三小场所”、“三合一”、电动摩托车充电等场所以及住宅老旧电线等薄弱环节进行地毯式的清理排查，对发现隐患问题逐一登记，并落实整改。	[('Location', 61, 67), ('Object', 111, 115), ('Object', 86, 97), ('Participant', 0, 6), ('Location', 68, 73), ('MAN', 103, 107), ('Object', 123, 125), ('MAN', 20, 22), ('MAN', 121, 123), ('MAN', 117, 119), ('Location', 74, 84), ('Object', 22, 35), ('Location', 52, 60)]
火灾发生后，市委、市政府高度重视，立即启动应急预案，市委、市政府主要领导立即赶赴现场指挥抢险救治工作。	[('RES', 19, 21), ('Time', 0, 5), ('RES', 42, 44), ('Participant', 26, 36), ('RES', 38, 40), ('Location', 40, 42), ('Object', 21, 25), ('Participant', 6, 8), ('Object', 44, 50), ('Participant', 9, 12)]
事故发生后，区委、区政府迅速成立了事故处置工作小组，及时召开了全区安全生产工作会议，要求各地各单位深刻汲取事故教训，举一反三，立即开展拉网式排查，严厉打击非法、违法生产经营行为，防止类似事故再次发生。	[('Participant', 9, 12), ('MAN', 28, 30), ('Time', 0, 5), ('MAN', 14, 16), ('Participant', 17, 25), ('Object', 31, 41), ('Participant', 6, 8)]
2019年8月24日报道。	[('Time', 0, 10), ('MAN', 10, 12)]
2018年12月29日凌晨0：42，永定抚市鲤坑煤矿发生人员伤亡事故。	[('CAS', 30, 32), ('Time', 0, 17), ('Location', 18, 26), ('Participant', 28, 30)]
黔西南消防支队出动5车14人参与救援。	[('Participant', 11, 14), ('RES', 7, 9), ('Participant', 0, 7), ('Object', 9, 11)]
​​​​2020年3月10日上午，河北省石家庄市正定县一化工厂突然起火。	[('Time', 4, 16), ('CHEM', 33, 35), ('Location', 17, 31)]
芜湖市已对事发周边区域开展了应急环境监测，监测结果显示环境指标正常，未造成环境影响。	[('MAN', 31, 33), ('Participant', 0, 3), ('MAN', 11, 13), ('Object', 27, 31), ('Location', 5, 11), ('Object', 14, 20)]
现场专家组制定科学处置方案，经过有力处置，火情已得到完全控制，仅进行安全可控的保护性燃烧，物料充分燃烧后为二氧化碳和水，周边大气环境质量和地表水环境质量达标。	[('Object', 21, 23), ('RES', 28, 30), ('Participant', 2, 5), ('Location', 0, 2), ('Object', 7, 13), ('RES', 5, 7)]
事故发生后，哈尔滨市应急管理局迅速组织救援人员350余名，携带生命探测仪、搜救犬及各类特种设备900余件套，重型救援车辆设备20余台套，全力开展救援处置工作；	[('RES', 70, 72), ('Participant', 6, 15), ('Object', 72, 78), ('Object', 37, 40), ('Time', 0, 5), ('RES', 29, 31), ('Object', 31, 36), ('Object', 41, 53), ('Participant', 19, 28), ('Object', 54, 67), ('RES', 17, 19)]
2018年4月16日报道。	[('Time', 0, 10), ('MAN', 10, 12)]
2020年12月17日报道。	[('MAN', 11, 13), ('Time', 0, 11)]
2021年4月1日报道。	[('Time', 0, 9), ('MAN', 9, 11)]
2022年3月11日报道。	[('Time', 0, 10), ('MAN', 10, 12)]
另据陕西广播电视报西西新闻报道，事发时72人被困，截至11晚10时4人死亡，68人受伤，其中4人伤势较重。	[('Time', 27, 33), ('Participant', 38, 41), ('MAN', 13, 15), ('Participant', 2, 13), ('Participant', 19, 22), ('CAS', 41, 43), ('COAL', 22, 24), ('CAS', 35, 37), ('CAS', 48, 52), ('Time', 16, 19), ('Participant', 33, 35), ('Participant', 46, 48)]
消防部门和当地相关人员立即赶赴现场，并调派力量迅速扑火、紧急救援、抢救伤者。	[('RES', 13, 15), ('RES', 25, 27), ('Location', 15, 17), ('Participant', 35, 37), ('RES', 33, 35), ('Participant', 5, 11), ('RES', 19, 21), ('Participant', 21, 23), ('Participant', 0, 4)]
2021年1月13日报道。	[('MAN', 10, 12), ('Time', 0, 10)]
2019年11月4日报道。	[('MAN', 10, 12), ('Time', 0, 10)]
事故造成1人当场死亡、3人受伤（其中1人在医院抢救无效死亡）。	[('RES', 23, 25), ('Participant', 4, 6), ('Location', 21, 23), ('CAS', 27, 29), ('CAS', 13, 15), ('Participant', 11, 13), ('Participant', 16, 20), ('CAS', 8, 10), ('Location', 6, 8)]
当地政府正在开展善后处置工作，同时在全县范围内开展安全隐患大排查、大整改。	[('MAN', 6, 8), ('Object', 25, 36), ('Participant', 0, 4), ('Location', 18, 23), ('Object', 8, 14), ('MAN', 23, 25)]
2020年12月6日报道。	[('MAN', 10, 12), ('Time', 0, 10)]
2月26日，福州市长乐新闻网发布金峰镇华阳染整厂火灾后续情况，事故共造成6人死亡7人受伤。	[('Time', 0, 5), ('CAS', 38, 40), ('MAN', 14, 16), ('Participant', 36, 38), ('Object', 16, 30), ('Participant', 6, 14), ('Participant', 40, 42), ('CAS', 42, 44)]
2022年5月11日报道。	[('MAN', 10, 12), ('Time', 0, 10)]
事故原因正在调查中。	[('MAN', 6, 8), ('Object', 0, 4)]
11月19日早上7时27分，在大广高速驻马店平舆杨埠收费站南约2公里处，发生20多辆车连环相撞的交通事故。	[('Time', 0, 13), ('Location', 15, 35), ('TRA', 43, 47), ('Object', 38, 43)]
经过五天的紧张救援，截至6月15日中午12时50分，7名失联人员已升井，均无生命体征。	[('RES', 33, 35), ('Time', 12, 25), ('CAS', 37, 42), ('Participant', 26, 32)]
2022年1月11日上午7时许，湖南怀化市芷江侗族自治县碧涌镇集镇桥头一民居楼发生火灾。	[('Location', 16, 39), ('FIRE', 41, 43), ('Time', 0, 15)]
事故原因调查和后续工作正在开展中。	[('MAN', 13, 15), ('Object', 0, 6), ('Object', 7, 11)]
接报后，晋江市、磁灶镇主要领导及相关部门立即赶赴现场组织救援，5名伤者送医抢救。	[('Participant', 31, 35), ('RES', 26, 30), ('Time', 0, 3), ('Location', 24, 26), ('RES', 22, 24), ('RES', 35, 39), ('Participant', 16, 20), ('Participant', 4, 15)]
2018年7月23日报道。	[('Time', 0, 10), ('MAN', 10, 12)]
事故原因正在进一步调查核实中。	[('MAN', 9, 13), ('Object', 0, 4)]
在搜救犬的全力搜寻下，大致确认最后一名被埋人员在山脚附近，被大量泥土和石块埋压。	[('Location', 24, 28), ('COAL', 37, 39), ('Participant', 15, 23), ('Object', 30, 37)]
合水县随即成立了何家畔镇街道截污控源工程建设项目“5.4”事故处置工作领导小组，下设现场救援、医疗保障、事故调查、善后处置等工作组。	[('MAN', 5, 7), ('Participant', 0, 3), ('Participant', 8, 39)]
此外，现场共救出9名施工人员，均无生命危险。	[('Location', 3, 5), ('CAS', 16, 21), ('Participant', 8, 14), ('RES', 6, 8)]
2017年18日18时许，北京市大兴区西红门镇新建村新康东路8号发生火灾。	[('Time', 0, 12), ('FIRE', 34, 36), ('Location', 13, 32)]
2021年6月23日报道。	[('MAN', 10, 12), ('Time', 0, 10)]
2019年4月3日报道。	[('MAN', 9, 11), ('Time', 0, 9)]
事故发生后，公安、应急、消防、医疗等部门全力开展救援救治工作，市、区有关领导现场调度指挥救援处置工作，目前事故共造成小型轿车上两人死亡，没有其他人员受伤，事故原因正在调查中。	[('Location', 58, 63), ('Participant', 12, 14), ('CAS', 65, 67), ('Object', 77, 81), ('Participant', 9, 11), ('Participant', 15, 20), ('Time', 0, 5), ('MAN', 83, 85), ('Participant', 6, 8), ('Participant', 63, 65), ('Participant', 31, 38), ('Object', 24, 30), ('RES', 40, 44), ('CAS', 74, 76), ('RES', 22, 24), ('Time', 51, 53), ('Location', 38, 40), ('Object', 44, 50), ('Participant', 68, 74)]
通过全力搜救，下午3点50分搜救出2名已昏迷女工，救援人员迅速将2人送往高阳职工医院全力抢救；	[('Time', 7, 14), ('RES', 44, 46), ('Participant', 32, 34), ('Participant', 25, 29), ('RES', 14, 16), ('Location', 36, 42), ('RES', 34, 36), ('Participant', 17, 24)]
2021年2月27日报道。	[('MAN', 10, 12), ('Time', 0, 10)]
2023年1月30日傍晚6时30分许，广东省惠州市惠城区龙丰街道红花湖酒店顶楼抛光耐磨砖脱落下坠，砸中三楼室外钢架外装饰腰线、钢架雨棚后一起坠落，导致地面1人经抢救无效死亡，3人受伤。	[('BUILD', 49, 51), ('RES', 80, 82), ('CAS', 84, 86), ('BUILD', 70, 72), ('Object', 51, 62), ('CAS', 89, 91), ('Object', 39, 44), ('Participant', 77, 79), ('Time', 0, 18), ('BUILD', 44, 48), ('Location', 19, 39), ('Object', 63, 67), ('Location', 75, 77), ('Participant', 87, 89)]
经初步调查，事故原因为运输乙炔的大货车爆炸，引起了化工厂周边车辆连环爆炸燃烧。	[('CHEM', 32, 38), ('Object', 6, 10), ('MAN', 3, 5), ('Object', 25, 32), ('Object', 11, 19), ('CHEM', 19, 21)]
2020年1月8日13时50分许，吕某某(男，36岁)驾驶皖AA***7号重型普通货车，沿长丰县老合水路由北向南行驶至双墩镇罗北村老合水路与纬二路交口南200米处，与赵某某(男，36岁)驾驶的皖A8***2号小型普通客车迎面相撞，事故致7人当场死亡，1人送医抢救无效后死亡。	[('Participant', 83, 86), ('TRA', 110, 114), ('Object', 29, 43), ('Participant', 118, 120), ('Participant', 125, 127), ('Object', 96, 110), ('Location', 45, 52), ('RES', 127, 131), ('Time', 0, 16), ('CAS', 122, 124), ('Participant', 17, 20), ('Location', 120, 122), ('CAS', 134, 136), ('Location', 59, 81)]
